age,Medu,Fedu,traveltime_x,studytime_x,failures_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G3_x,traveltime_y,studytime_y,failures_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G3_y,at_risk_math,at_risk_port,total_absences,total_failures,mean_parent_edu,avg_study_time,family_support,avg_alcohol_consumption,internet_access,urban_rural,school_support,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_x_mother,guardian_x_Other,schoolsup_x_yes,famsup_x_yes,paid_x_yes,activities_x_yes,nursery_yes,higher_x_yes,internet_yes,romantic_x_yes,guardian_y_mother,guardian_y_Other,schoolsup_y_yes,famsup_y_yes,paid_y_yes,activities_y_yes,higher_y_yes,romantic_y_yes,at_risk_total_At Risk (Math Only),at_risk_total_At Risk (Port Only),at_risk_total_Not At Risk
15,2,2,2,2,0,5,3,3,1,3,4,4.0,15,2,2,0,5,3,3,1,3,4,2,13,0,0,6.0,0,2.0,2.0,0,1.0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1
15,1,1,1,2,0,4,3,2,2,3,4,2.0,10,1,2,0,4,3,2,2,3,4,2,12,0,0,4.0,0,1.0,2.0,1,2.0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
15,4,4,2,2,2,4,4,4,2,3,5,6.0,8,2,2,0,4,4,4,2,3,5,4,12,1,0,10.0,2,4.0,2.0,0,2.0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
16,2,2,1,2,0,4,3,4,1,2,2,4.0,6,1,2,0,4,3,4,1,2,2,6,11,1,0,10.0,0,2.0,2.0,1,1.0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
15,4,2,1,3,0,5,3,3,1,3,1,4.0,14,1,3,0,5,3,3,1,3,1,4,15,0,0,8.0,0,3.0,3.0,1,1.0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1
16,2,2,2,2,1,4,4,2,1,1,3,12.0,10,2,2,0,4,4,2,1,1,3,6,11,0,0,18.0,1,2.0,2.0,0,1.0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
16,4,4,1,2,0,4,1,3,3,5,5,17.94999999999999,7,1,2,0,4,1,3,3,5,5,6,10,1,0,23.94999999999999,0,4.0,2.0,1,3.0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
16,3,3,1,3,0,4,3,3,1,3,4,0.0,8,1,3,0,4,3,3,1,3,4,2,11,1,0,2.0,0,3.0,3.0,1,1.0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0
15,4,3,1,1,0,4,5,5,1,3,1,4.0,18,1,1,0,4,5,5,1,3,1,6,13,0,0,10.0,0,3.5,1.0,0,1.0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
16,3,1,1,2,0,3,3,3,2,3,2,4.0,6,1,2,0,3,3,3,2,3,2,0,12,1,0,4.0,0,2.0,2.0,1,2.0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
16,4,2,2,2,0,5,3,3,1,1,1,0.0,10,2,2,0,5,3,3,1,1,1,2,14,0,0,2.0,0,3.0,2.0,1,1.0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1
15,2,2,1,4,0,4,3,4,1,1,4,6.0,14,1,4,0,4,3,4,1,1,4,2,12,0,0,8.0,0,2.0,4.0,1,1.0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1
15,1,1,2,4,1,3,1,2,1,1,1,2.0,10,2,4,0,3,1,2,1,1,1,4,13,0,0,6.0,1,1.0,4.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1
16,4,3,2,1,0,3,3,3,1,1,4,2.0,15,2,1,0,3,3,3,1,1,4,6,11,0,0,8.0,0,3.5,1.0,1,1.0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1
16,2,1,1,2,0,4,3,5,1,1,5,2.0,10,1,2,0,4,3,5,1,1,5,0,12,0,0,2.0,0,1.5,2.0,1,1.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1
16,4,4,1,1,0,5,3,4,1,2,1,6.0,14,1,1,0,5,3,4,1,2,1,4,13,0,0,10.0,0,4.0,1.0,0,1.0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
16,4,3,1,3,0,5,3,5,1,1,3,0.0,8,1,3,0,5,3,5,1,1,3,2,13,1,0,2.0,0,3.5,3.0,1,1.0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0
16,4,4,1,1,0,4,5,5,5,5,4,14.0,5,1,1,0,4,5,5,5,5,4,12,8,1,1,26.0,0,4.0,1.0,1,5.0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0
16,4,4,1,3,0,4,4,3,1,1,4,0.0,17,1,3,0,4,4,3,1,1,4,0,16,0,0,0.0,0,4.0,3.0,1,1.0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1
15,4,4,1,1,0,5,3,3,1,1,5,4.0,14,1,1,0,5,3,3,1,1,5,2,12,0,0,6.0,0,4.0,1.0,1,1.0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1
15,3,2,2,2,0,4,3,5,1,1,2,17.94999999999999,6,2,2,0,4,3,5,1,1,2,14,10,1,0,31.94999999999999,0,2.5,2.0,1,1.0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0
15,3,4,1,2,0,5,4,4,1,1,1,0.0,18,1,2,0,5,4,4,1,1,1,0,16,0,0,0.0,0,3.5,2.0,1,1.0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1
15,3,3,1,4,0,4,3,3,1,1,4,10.0,11,1,4,0,4,3,3,1,1,4,10,10,0,0,20.0,0,3.0,4.0,0,1.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
15,2,2,1,4,0,5,1,2,1,1,3,8.0,8,1,4,0,5,1,2,1,1,3,4,10,1,0,12.0,0,2.0,4.0,1,1.0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0
16,3,3,1,3,0,5,3,3,1,1,5,2.0,18,1,3,0,5,3,3,1,1,5,4,14,0,0,6.0,0,3.0,3.0,1,1.0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1
16,3,3,1,3,0,5,3,3,1,1,5,2.0,18,1,2,0,4,2,3,1,2,3,0,13,0,0,2.0,0,3.0,2.5,1,1.0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1
15,4,4,4,4,0,1,3,5,3,5,1,6.0,13,4,4,0,1,3,5,3,5,1,8,11,0,0,14.0,0,4.0,4.0,1,3.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1
16,4,4,1,3,0,5,4,5,1,1,4,4.0,16,1,3,0,5,4,5,1,1,4,2,14,0,0,6.0,0,4.0,3.0,1,1.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1
15,4,4,1,1,0,5,5,3,1,1,4,6.0,19,1,1,0,5,5,3,1,1,4,4,14,0,0,10.0,0,4.0,1.0,0,1.0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
16,3,3,1,3,1,4,1,2,1,1,2,0.0,10,1,3,0,4,1,2,1,1,2,4,11,0,0,4.0,1,3.0,3.0,1,1.0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1
16,2,2,1,2,1,3,1,2,1,1,5,6.0,13,1,2,1,3,1,2,1,1,5,12,10,0,0,18.0,2,2.0,2.0,0,1.0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1
15,4,2,1,1,0,3,5,2,1,1,3,10.0,19,1,1,0,3,5,2,1,1,3,10,18,0,0,20.0,0,3.0,1.0,0,1.0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
15,2,1,1,2,0,5,4,2,1,1,5,8.0,9,1,2,0,5,4,2,1,1,5,4,10,1,0,12.0,0,1.5,2.0,0,1.0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
16,4,4,1,2,0,5,4,4,1,2,5,2.0,16,1,2,0,5,4,4,1,2,5,6,14,0,0,8.0,0,4.0,2.0,1,1.0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1
16,4,4,1,2,0,5,4,4,1,2,5,2.0,16,1,1,0,3,3,2,2,1,5,14,8,0,1,16.0,0,4.0,1.5,1,1.5,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
15,4,4,2,2,0,4,4,3,1,1,2,2.0,14,2,2,0,4,4,3,1,1,2,4,16,0,0,6.0,0,4.0,2.0,1,1.0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1
16,3,3,2,1,0,5,4,2,1,1,5,0.0,13,2,1,0,5,4,2,1,1,5,6,15,0,0,6.0,0,3.0,1.0,0,1.0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
17,1,3,3,2,1,5,2,4,1,4,5,17.94999999999999,8,3,2,1,5,2,4,1,4,5,14,11,1,0,31.94999999999999,2,2.0,2.0,1,1.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0
15,3,4,1,1,0,3,4,3,1,2,4,6.0,13,1,1,0,3,4,3,1,2,4,2,14,0,0,8.0,0,3.5,1.0,0,1.0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
15,1,2,1,2,0,3,2,3,1,2,1,2.0,15,1,2,0,3,2,3,1,2,1,0,14,0,0,2.0,0,1.5,2.0,0,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
15,2,2,1,4,0,5,5,4,1,2,5,6.0,15,1,4,0,5,5,4,1,2,5,6,13,0,0,12.0,0,2.0,4.0,1,1.0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1
16,2,4,2,2,0,4,2,2,1,2,5,2.0,13,2,2,0,4,2,2,1,2,5,2,13,0,0,4.0,0,3.0,2.0,1,1.0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1
16,4,4,1,1,0,3,4,4,1,4,5,17.94999999999999,13,1,1,0,3,4,4,1,4,5,4,13,0,0,21.94999999999999,0,4.0,1.0,1,1.0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1
16,2,2,1,2,0,5,4,4,1,1,5,0.0,8,1,2,0,5,4,4,1,1,5,0,11,1,0,0.0,0,2.0,2.0,0,1.0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0
15,3,4,1,1,0,5,5,5,3,2,5,0.0,12,1,1,0,5,5,5,3,2,5,2,9,0,1,2.0,0,3.5,1.0,0,3.0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
15,3,4,1,2,0,5,3,2,1,1,1,0.0,11,1,2,0,5,3,2,1,1,1,0,11,0,0,0.0,0,3.5,2.0,0,1.0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1
19,0,1,1,2,3,3,4,2,1,1,5,2.0,9,1,2,2,3,4,2,1,1,5,0,11,1,0,2.0,5,0.5,2.0,1,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
16,4,4,1,1,0,3,5,5,2,5,4,8.0,18,1,1,0,3,5,5,2,5,4,8,15,0,0,16.0,0,4.0,1.0,0,2.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
15,3,4,2,3,2,4,2,2,2,2,5,0.0,0,2,3,0,4,2,2,2,2,5,0,12,1,0,0.0,2,3.5,3.0,1,2.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0
15,1,1,3,1,0,4,3,3,1,2,4,0.0,0,3,1,0,4,3,3,1,2,4,6,13,1,0,6.0,0,1.0,1.0,1,1.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
17,2,2,1,1,0,3,4,4,1,3,5,12.0,12,1,1,0,3,4,4,1,3,5,2,12,0,0,14.0,0,2.0,1.0,1,1.0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1
16,3,4,1,1,0,3,2,1,1,4,5,16.0,11,1,1,0,3,2,1,1,4,5,12,14,0,0,28.0,0,3.5,1.0,0,1.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
15,3,4,4,2,0,5,3,3,1,1,5,0.0,0,4,2,0,5,3,3,1,1,5,2,11,1,0,2.0,0,3.5,2.0,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0
15,4,4,1,3,0,4,3,3,1,1,5,0.0,0,1,3,0,4,3,3,1,1,5,4,15,1,0,4.0,0,4.0,3.0,1,1.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
17,3,4,3,2,0,5,4,5,2,4,5,0.0,0,3,2,0,5,4,5,2,4,5,2,10,1,0,2.0,0,3.5,2.0,0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
16,3,3,2,1,2,4,3,2,1,1,5,0.0,0,2,1,0,4,3,2,1,1,5,4,10,1,0,4.0,2,3.0,1.0,1,1.0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
16,1,1,1,2,1,4,4,4,1,3,5,0.0,12,1,2,2,4,4,4,1,3,5,0,10,0,0,0.0,3,1.0,2.0,0,1.0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1
15,4,4,2,1,0,4,3,2,1,1,5,0.0,15,2,1,0,4,3,2,1,1,5,6,14,0,0,6.0,0,4.0,1.0,0,1.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
15,4,3,2,4,0,2,2,2,1,1,3,0.0,0,2,4,0,2,2,2,1,1,3,6,11,1,0,6.0,0,3.5,4.0,1,1.0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0
16,2,2,2,1,2,2,3,3,2,2,2,8.0,9,2,1,0,2,3,3,2,2,2,4,11,1,0,12.0,2,2.0,1.0,1,2.0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0
15,4,4,1,3,0,4,2,2,1,1,5,2.0,11,1,3,0,4,2,2,1,1,5,2,13,0,0,4.0,0,4.0,3.0,1,1.0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1
16,1,1,1,1,0,3,4,4,3,3,1,2.0,13,1,1,0,3,4,4,3,3,1,4,11,0,0,6.0,0,1.0,1.0,0,3.0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
17,2,1,1,1,3,5,4,5,1,2,5,0.0,0,2,1,3,4,5,1,1,1,3,0,10,1,0,0.0,6,1.5,1.0,1,1.0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0
17,2,1,1,1,3,5,4,5,1,2,5,0.0,0,1,1,0,5,4,5,1,2,5,14,6,1,1,14.0,3,1.5,1.0,1,1.0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
15,1,1,1,2,0,4,4,2,1,2,5,0.0,11,1,2,0,4,4,2,1,2,5,0,12,0,0,0.0,0,1.0,2.0,1,1.0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
15,3,2,1,2,3,3,3,2,1,1,3,0.0,0,1,2,1,3,3,2,1,1,3,2,11,1,0,2.0,4,2.5,2.0,1,1.0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0
15,1,2,1,2,0,4,3,2,1,1,5,2.0,11,1,2,0,4,3,2,1,1,5,6,13,0,0,8.0,0,1.5,2.0,1,1.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
16,4,4,1,1,0,3,3,2,2,1,5,0.0,0,1,2,0,5,4,4,1,2,5,6,14,1,0,6.0,0,4.0,1.5,1,1.5,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0
16,4,4,1,1,0,3,3,2,2,1,5,0.0,0,1,1,0,3,3,2,2,1,5,14,8,1,1,14.0,0,4.0,1.0,1,2.0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
15,2,1,4,1,3,4,5,5,2,5,5,0.0,10,4,1,0,4,5,5,2,5,5,0,11,0,0,0.0,3,1.5,1.0,0,2.0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
18,1,1,1,1,3,2,3,5,2,5,4,0.0,0,1,1,2,2,3,5,2,5,4,0,0,1,1,0.0,5,1.0,1.0,0,2.0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
16,2,1,1,1,1,4,4,4,3,5,5,6.0,14,1,1,1,4,4,4,3,5,5,6,10,0,0,12.0,2,1.5,1.0,0,3.0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1
15,3,3,2,3,2,4,2,1,2,3,3,8.0,10,2,3,0,4,2,1,2,3,3,2,13,0,0,10.0,2,3.0,3.0,1,2.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1
19,3,2,1,1,3,4,5,4,1,1,4,0.0,0,1,1,0,4,5,4,1,1,4,6,11,1,0,6.0,3,2.5,1.0,1,1.0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0
17,4,4,1,1,0,4,2,1,1,1,4,0.0,12,1,1,0,4,2,1,1,1,4,0,13,0,0,0.0,0,4.0,1.0,1,1.0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1
15,2,3,1,2,0,4,4,4,1,1,1,2.0,8,1,2,0,4,4,4,1,1,1,0,8,1,1,2.0,0,2.5,2.0,0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0
17,1,2,1,1,0,2,2,2,3,3,5,8.0,13,1,1,3,2,2,2,3,3,5,14,10,0,0,22.0,3,1.5,1.0,0,3.0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
18,1,1,3,1,3,5,2,5,1,5,4,6.0,10,3,1,3,5,2,5,1,5,4,6,11,0,0,12.0,6,1.0,1.0,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1
16,2,2,3,1,0,4,2,2,1,2,3,2.0,15,3,1,0,4,2,2,1,2,3,4,11,0,0,6.0,0,2.0,1.0,0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
16,3,3,1,2,1,4,5,5,4,4,5,4.0,12,1,2,1,4,5,5,4,4,5,0,1,0,1,4.0,2,3.0,2.0,1,4.0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0
17,2,1,2,1,2,3,3,2,2,2,5,0.0,0,2,1,1,3,3,2,2,2,5,8,9,1,1,8.0,3,1.5,1.0,0,2.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0
17,1,1,4,2,3,5,3,5,1,5,5,0.0,7,4,2,0,5,3,5,1,5,5,0,8,1,1,0.0,3,1.0,2.0,0,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
16,2,2,1,2,0,4,3,5,2,4,4,4.0,10,1,2,0,4,3,5,2,4,4,0,11,0,0,4.0,0,2.0,2.0,0,2.0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,4,2,1,2,0,4,2,3,1,1,3,0.0,16,1,2,0,4,2,3,1,1,3,0,18,0,0,0.0,0,3.0,2.0,0,1.0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1
16,2,2,1,2,0,5,1,5,1,1,4,0.0,0,1,2,0,5,1,5,1,1,4,0,13,1,0,0.0,0,2.0,2.0,1,1.0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
16,4,4,1,2,0,4,4,2,1,1,3,0.0,14,1,2,0,4,4,2,1,1,3,0,17,0,0,0.0,0,4.0,2.0,1,1.0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1
16,3,4,3,1,2,3,4,5,2,4,2,0.0,0,3,1,1,3,4,5,2,4,2,4,10,1,0,4.0,3,3.5,1.0,1,2.0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0
